14606003,1186,1,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18275496,1239,5,0,0,0,831,1000,971,1101,1050,700,1056,1150,995,772,150,150,230,140,200,180,260,160,120,190,170,230,180,90,190,140,150,120,90,,,,,,,,,,,,,,,,,,
13669855,1229,2,1338,364,1373,301,1260,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750338,1185,1,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118716,1215,1,1260,738,170,0,190,260,220,170,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13669886,1185,1,7423,271,10,160,13488,19939,14135,16905,14981,17062,13854,17663,11349,9645,14519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143761,1225,6,1040,721,810,770,861,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118701,1228,2,0,1320,1180,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16070376,1185,2,625,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13430902,1170,2,192,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13430904,1167,6,56,0,136,314,0,0,600,440,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15476266,1185,1,335,335,170,319,319,279,90,286,286,189,311,311,228,151,22,58,210,43,180,291,291,0,520,0,80,232,232,290,190,,,,,,,,,,,,,,,,,,,,,
16070335,1158,5,0,960,810,725,1131,1131,1334,1385,1090,1334,1413,0,0,0,0,0,150,170,190,160,160,140,110,0,1150,586,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
1782330,1215,1,508,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798713,1215,1,1430,1160,1050,1370,1290,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351487,1215,1,890,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12258110,1185,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328253,1240,5,1040,819,588,920,650,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343857,1195,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782387,1229,2,234,26,716,664,407,0,9457,1386,0,255,255,35,50,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104122,1213,1,1100,1020,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15226812,1185,1,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279650,1184,1,650,141,100,0,0,0,0,20813,12633,15944,8588,14336,1334,830,1364,964,1012,1402,170,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738359,1226,2,15,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11307705,1212,1,1190,930,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143447,1185,1,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18300824,1254,5,695,881,840,900,816,438,1110,893,910,895,516,0,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200924,1186,2,210,180,795,0,745,100,80,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143463,1207,2,14978,9967,13133,2100,12528,535,441,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18300844,1185,1,0,0,0,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143472,1185,1,306,516,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18289904,1185,1,376,655,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210882,1216,1,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14789604,1169,2,0,55,110,170,60,160,120,90,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752585,1183,10,190,250,260,220,180,300,200,200,270,240,220,190,230,350,270,200,240,240,240,270,170,180,400,250,280,270,270,920,770,674,575,990,790,970,473,730,369,770,230,90,250,170,40,160,380,340,230,240,180,0
8029896,1183,1,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008977,1213,1,970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004388,1183,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12415857,1214,1,1342,1334,1340,1334,1379,310,161,15602,11862,7526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11596309,1185,1,0,0,0,0,188,104,157,84,8336,10200,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16059878,1185,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15476366,1185,1,0,0,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601526,1173,2,0,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15476429,1185,1,1375,160,580,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537834,1185,1,81,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011713,1214,1,370,483,30,230,840,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011714,1216,1,1260,14776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18407578,1170,2,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18407571,1199,2,676,1060,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16045212,1229,2,376,506,426,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18407536,1215,1,160,30,2461,12652,142,197,80,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054771,1185,1,1574,1396,1007,1334,70,390,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143568,1185,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14800661,1184,1,785,412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763248,1181,7,856,1042,842,539,879,660,598,614,0,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708196,1171,2,332,512,554,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14789760,1217,1,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867015,1227,1,1410,1260,1430,1500,1480,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118504,1183,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12572646,1185,1,339,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18300688,1184,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199930,1220,3,0,1350,1061,1056,637,1570,1040,805,990,710,1140,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11714640,1155,3,50,70,60,30,50,88,110,0,40,70,80,60,0,82,70,0,60,50,180,186,92,50,26,52,82,101,100,100,130,60,40,110,120,100,40,80,50,82,33,,,,,,,,,,,
15212154,1185,1,230,230,51,234,234,107,283,283,0,0,0,0,0,0,0,270,152,97,169,73,22,227,227,105,49,159,22,225,225,113,295,295,59,231,16,30,0,0,1336,1351,484,913,1335,1337,876,1334,100,70,130,110
18118595,1173,2,10364,12005,12785,13853,6862,0,224,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14946953,1170,5,550,373,545,755,43,358,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15226791,1184,1,353,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118579,1200,2,280,174,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15212114,1187,1,282,405,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13234314,1185,1,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15069584,1214,5,1330,711,1178,872,991,1160,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14513482,1215,1,122,0,0,0,0,130,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185376,1354,14,1196,1390,1250,970,1470,1318,1630,1250,1240,1380,1320,1620,1230,1250,953,1100,1370,1400,1415,1168,1420,986,1800,941,1426,1430,1016,1080,961,1118,1210,1220,971,1083,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343622,1213,3,1270,961,1360,1123,1340,1041,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037383,1156,9,0,0,70,280,140,150,200,110,80,170,0,820,910,777,720,560,660,870,700,710,140,210,160,160,160,180,,,,,,,,,,,,,,,,,,,,,,,,
15936838,1188,4,0,0,107,95,165,196,266,0,1381,1378,723,1414,1406,1373,1349,1404,1334,1426,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432445,1197,4,999,549,1126,847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941767,1184,1,0,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18236351,1183,3,0,461,383,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432477,1215,4,434,346,264,534,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432479,1240,3,1690,1220,1076,1265,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18236315,1215,1,950,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18393190,1199,3,0,0,0,830,970,0,0,0,1417,1428,773,626,40,1466,1439,0,1443,1522,8565,9819,8347,6484,400,30,765,,,,,,,,,,,,,,,,,,,,,,,,,
13655579,1215,1,1030,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7367556,1213,3,10599,13129,17502,1416,1387,329,458,749,1476,1130,1100,928,1330,1200,913,0,49,40,138,188,188,131,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
15319697,1185,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900474,1173,2,320,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13220022,1165,5,0,91,153,245,245,124,190,53,171,46,0,226,226,45,370,263,1155,13915,10483,14915,19370,13493,17676,13195,15951,13210,9363,16177,16173,16030,14543,16199,765,990,816,860,731,621,,,,,,,,,,,,
18368188,1147,4,0,225,216,223,192,362,286,392,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15922266,1215,6,18073,1450,275,14215,0,0,0,0,230,1051,0,0,0,0,0,0,128,30,593,0,775,1023,1160,150,2096,21,21,0,,,,,,,,,,,,,,,,,,,,,,
18236409,1215,1,200,150,110,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104492,1215,1,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13077309,1170,2,0,268,272,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18236221,1186,1,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432560,1240,3,0,1270,1240,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432576,1201,2,0,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15936922,1189,1,810,432,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432586,1243,5,1028,1010,1260,1130,1250,938,1240,906,1060,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13077357,1114,8,189,361,218,0,255,470,196,480,145,218,330,264,226,156,176,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326976,1210,4,1380,1240,1130,1120,1310,0,0,290,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15212712,1214,1,910,640,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764540,1172,2,117,53,182,1050,810,943,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18275883,1200,1,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11846594,1228,2,587,586,3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18275878,1118,16,0,399,663,800,823,820,777,701,575,840,571,830,1101,613,930,820,910,1100,778,1120,622,861,676,811,863,432,569,750,370,404,161,,,,,,,,,,,,,,,,,,,
18261215,1183,1,138,49,135,850,201,201,190,160,661,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18079188,1215,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104583,1198,2,153,259,10,201,201,154,133,193,73,72,171,239,427,215,28,99,108,58,195,195,91,187,91,163,225,163,62,171,6,,,,,,,,,,,,,,,,,,,,,
15080574,1170,2,0,590,70,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12743890,1169,2,0,15241,241,461,613,0,0,220,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18079193,1215,1,396,120,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13616041,1241,3,1333,577,100,1070,1146,1110,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338412,1228,2,379,950,522,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738803,1185,1,371,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16059598,1186,1,270,200,200,90,165,79,30,10,190,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13616003,1170,2,0,1260,674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18079101,1215,1,133,186,0,16523,10469,1036,16138,14450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18368061,1185,1,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15187149,1170,2,530,459,186,125,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062665,1187,3,615,525,701,148,800,760,781,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12572265,1170,4,0,378,860,860,14853,15322,0,0,730,517,14334,9157,10303,9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14932879,1215,1,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725312,1271,16,1170,12888,10947,13199,12254,1671,921,1220,1270,720,1560,1400,1270,900,1035,1200,1480,1570,1500,1110,1020,950,863,1000,0,0,0,1012,1110,889,1070,941,1180,,,,,,,,,,,,,,,,,
1218338,1201,2,0,0,0,0,990,669,0,0,0,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497869,1215,1,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118912,1215,1,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18275776,1215,1,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18261106,1185,1,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607825,1171,4,176,640,97,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118876,1187,1,0,0,0,13272,20460,16023,16972,16737,17746,18934,20162,14372,11821,17728,11225,7388,10233,0,12983,0,0,361,210,200,170,12037,9677,0,,,,,,,,,,,,,,,,,,,,,,
2904410,1201,4,570,530,440,560,449,293,461,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118856,1167,4,0,227,528,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15804860,1170,5,150,100,0,0,0,0,0,0,0,0,688,440,226,477,234,301,368,514,434,11318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104208,1184,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18261183,1185,1,0,0,140,0,570,750,430,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143883,1215,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15319433,1234,4,13876,1016,1610,1190,779,1520,1430,1277,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118824,1215,1,7450,0,66,63,162,89,210,1264,1213,210,250,65,89,95,59,114,107,57,2,280,81,88,61,1055,1120,1270,1140,73,131,120,152,202,96,69,0,0,0,0,280,200,199,115,109,225,103,206,298,298,294,208
18118816,1200,2,730,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12572349,1219,3,850,1060,960,0,260,210,0,1100,1010,280,270,270,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904481,1221,4,1440,1115,1083,774,1155,0,0,151,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104272,1200,2,359,760,8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432752,1197,2,123,185,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12258475,1170,2,227,215,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11846924,1162,9,486,480,581,603,801,501,709,730,750,620,435,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12875683,1222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19661,34112,17701,18080,170,0,1720,1600,1510,1320,1450,1170,1160
13077541,1214,1,230,0,13554,80,130,90,1150,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15961748,1215,2,279,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18236064,1230,2,1186,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18261021,1215,1,620,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
